ZONE T="boundary0"
-4 -0.198579 
-4 -0.250991 
-4 -0.480562 
-4 -0.379317 
-4 -0.338972 
-4 -0.298626 
-4 0.122614 
-4 0.170329 
-4 0.455077 
-4 0.548311 
-4 -0.637499 
-4 0.774156 
-4 -0.559031 
-4 -0.0751084 
-4 0.361842 
-4 -0.00404967 
-4 0.059282 
-4 -0.146167 
-4 -1 
-4 -0.81875 
-4 1 
-4 0.289944 
-4 0.218045 
-4 0.253994 
-4 -0.224785 
-4 -0.359144 
-4 -0.274809 
-4 0.146471 
-4 0.501694 
-4 -0.42994 
-4 -0.598265 
-4 0.0909478 
-4 -0.110638 
-4 -0.039579 
-4 -0.519797 
-4 -0.728124 
-4 -0.909375 
-4 0.661234 
-4 0.887078 
-4 0.0276161 
-4 -0.318799 
-4 0.325893 
-4 0.40846 
-4 0.271969 
-4 -0.172373 
-4 0.194187 
-4 0.23602 
ZONE T="boundary1"
-3.258 1 
0.0939716 1 
0.0170273 1 
0.475104 1 
0.393172 1 
-2.47834 1 
1.0362 1 
0.914564 1 
0.674983 1 
0.557035 1 
3.74654 1 
1.51259 1 
1.63549 1 
-3.8145 1 
2.93053 1 
3.49307 1 
3.29794 1 
-2.74208 1 
2.57275 1 
3.10282 1 
2.00421 1 
1.7584 1 
2.19574 1 
-0.550541 1 
-0.461205 1 
-0.373325 1 
-0.639878 1 
-0.695851 1 
0.170916 1 
0.22648 1 
-0.0569736 1 
-0.130975 1 
-0.169592 1 
-0.863771 1 
-0.807798 1 
-0.285444 1 
-0.208209 1 
-1.26187 1 
-1.03399 1 
-1.74338 1 
0.337608 1 
-1.50645 1 
-1.62491 1 
0.792931 1 
4 1 
-1.14793 1 
1.3901 1 
1.26761 1 
1.1519 1 
-1.38416 1 
-1.98032 1 
-3.629 1 
2.75824 1 
2.38726 1 
-3.00581 1 
-2.10482 1 
-3.4435 1 
-4 1 
-0.751824 1 
-0.948881 1 
0.282044 1 
-2.22933 1 
0.0554995 1 
0.434138 1 
0.975381 1 
0.616009 1 
1.57404 1 
3.39551 1 
-2.61021 1 
3.20038 1 
1.88131 1 
2.09997 1 
-0.505873 1 
-0.417265 1 
-0.667864 1 
0.198698 1 
-0.595209 1 
-0.0939741 1 
-0.835784 1 
-0.0199731 1 
-0.246827 1 
-1.56568 1 
0.733957 1 
1.69695 1 
-1.09096 1 
1.32886 1 
1.09405 1 
-1.4453 1 
-1.86185 1 
0.853747 1 
-3.72175 1 
3.87327 1 
3.6198 1 
3.01667 1 
2.48001 1 
2.2915 1 
-2.87394 1 
2.6655 1 
2.84439 1 
-3.1319 1 
-3.53625 1 
-3.90725 1 
-0.188901 1 
-0.779811 1 
-0.329385 1 
-0.150283 1 
-0.723838 1 
-0.906326 1 
-0.991437 1 
0.516069 1 
0.309826 1 
0.36539 1 
0.132444 1 
-3.35075 1 
-1.2049 1 
-1.32302 1 
1.45134 1 
-2.04257 1 
-1.68415 1 
1.20976 1 
-2.16708 1 
-2.35384 1 
0.254262 1 
ZONE T="boundary2"
4 -0.700909 
4 -0.850455 
4 -0.523875 
4 -0.435018 
4 -0.34616 
4 0.193627 
4 0.24232 
4 0.308274 
4 -1 
4 -0.112589 
4 -0.15858 
4 0.0805532 
4 -0.275365 
4 -0.204571 
4 -0.0482083 
4 0.0161725 
4 0.144934 
4 0.561193 
4 0.780596 
4 1 
4 0.46771 
4 0.374227 
4 0.420968 
4 0.670895 
4 -0.775682 
4 -0.479446 
4 0.217974 
4 0.275297 
4 -0.135585 
4 -0.239968 
4 -0.0803986 
4 -0.0160179 
4 0.169281 
4 0.0483629 
4 -0.612392 
4 0.890298 
4 -0.925227 
4 -0.181576 
4 -0.310763 
4 -0.390589 
4 0.34125 
4 0.444339 
4 0.112744 
4 0.514451 
4 0.397597 
4 0.725745 
4 0.616044 
ZONE T="boundary3"
-3.55043 -1 
-1.52293 -1 
-2.42278 -1 
-0.22293 -1 
-1.06479 -1 
-0.977526 -1 
-1.16428 -1 
-0.490446 -1 
-0.588659 -1 
-0.686871 -1 
0.655989 -1 
-0.413441 -1 
1.17376 -1 
-1.39334 -1 
-0.890258 -1 
-0.788565 -1 
-1.26376 -1 
-2.70141 -1 
-2.19687 -1 
-2.00454 -1 
-1.81221 -1 
3.64035 -1 
-1.66757 -1 
4 -1 
3.48462 -1 
2.60053 -1 
2.1397 -1 
-0.0849722 -1 
0.400546 -1 
0.230159 -1 
0.352826 -1 
0.448265 -1 
0.543704 -1 
